number_e164,label,category,confidence,risk_level,source,updated_at
33270284678,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284679,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284680,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284681,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284682,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284683,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284684,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284685,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284686,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284687,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284688,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284689,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284690,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284691,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284692,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284693,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284694,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284695,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284696,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284697,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284698,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284699,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284700,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284701,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284702,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284703,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284704,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284705,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284706,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284707,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284708,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284709,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284710,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284711,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284712,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284713,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284714,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284715,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284716,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284717,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284718,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284719,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284720,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284721,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284722,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284723,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284724,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284725,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284726,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284727,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284728,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284729,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284730,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284731,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284732,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284733,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284734,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284735,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284736,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284737,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284738,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284739,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284740,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284741,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284742,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284743,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284744,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284745,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284746,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284747,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284748,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284749,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284750,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284751,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284752,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284753,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284754,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284755,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284756,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284757,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284758,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284759,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284760,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284761,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284762,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284763,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284764,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284765,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284766,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284767,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284768,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284769,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284770,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284771,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284772,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284773,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284774,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284775,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284776,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284777,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284778,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284779,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284780,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284781,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284782,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284783,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284784,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284785,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284786,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284787,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284788,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284789,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284790,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284791,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284792,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284793,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284794,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284795,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284796,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284797,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284798,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284799,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284800,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284801,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284802,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284803,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284804,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284805,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284806,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284807,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284808,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284809,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284810,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284811,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284812,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284813,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284814,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284815,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284816,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284817,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284818,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284819,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284820,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284821,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284822,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284823,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284824,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284825,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284826,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284827,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284828,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284829,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284830,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284831,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284832,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284833,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284834,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284835,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284836,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284837,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284838,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284839,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284840,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284841,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284842,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284843,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284844,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284845,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284846,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284847,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284848,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284849,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284850,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284851,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284852,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284853,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284854,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284855,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284856,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284857,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284858,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284859,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284860,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284861,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284862,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284863,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284864,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284865,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284866,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284867,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284868,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284869,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284870,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284871,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284872,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284873,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284874,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284875,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284876,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284877,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284878,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284879,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284880,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284881,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284882,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284883,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284884,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284885,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284886,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284887,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284888,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284889,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284890,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284891,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284892,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284893,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284894,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284895,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284896,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284897,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284898,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284899,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284900,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284901,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284902,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284903,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284904,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284905,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284906,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284907,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284908,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284909,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284910,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284911,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284912,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284913,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284914,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284915,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284916,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284917,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284918,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284919,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284920,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284921,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284922,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284923,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284924,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284925,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284926,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284927,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284928,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284929,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284930,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284931,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284932,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284933,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284934,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284935,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284936,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284937,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284938,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284939,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284940,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284941,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284942,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284943,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284944,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284945,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284946,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284947,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284948,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284949,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284950,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284951,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284952,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284953,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284954,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284955,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284956,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284957,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284958,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284959,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284960,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284961,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284962,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284963,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284964,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284965,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284966,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284967,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284968,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284969,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284970,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284971,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284972,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284973,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284974,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284975,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284976,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284977,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284978,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284979,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284980,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284981,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284982,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284983,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284984,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284985,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284986,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284987,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284988,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284989,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284990,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284991,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284992,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284993,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284994,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284995,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284996,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284997,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284998,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270284999,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285000,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285001,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285002,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285003,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285004,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285005,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285006,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285007,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285008,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285009,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285010,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285011,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285012,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285013,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285014,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285015,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285016,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285017,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285018,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285019,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285020,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285021,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285022,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285023,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285024,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285025,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285026,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285027,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285028,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285029,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285030,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285031,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285032,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285033,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285034,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285035,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285036,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285037,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285038,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285039,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285040,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285041,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285042,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285043,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285044,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285045,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285046,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285047,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285048,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285049,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285050,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285051,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285052,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285053,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33270285054,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
